University,Course,Domain,Annual_Fee_INR,City,State_Province,Country,Region,Gender_Type,Website
North Eastern Hill University,M.Sc Botany,Life Sciences,20000,Shillong,Meghalaya,India,North East India,Co-Ed,https://www.nehu.ac.in
Rajiv Gandhi University Itanagar,B.A. English,Arts & Humanities,15000,Itanagar,Arunachal Pradesh,India,North East India,Co-Ed,https://www.rgu.ac.in
Gujarat National Law University,B.A. LLB,Law,170000,Gandhinagar,Gujarat,India,West India,Co-Ed,https://www.gnlu.ac.in
RGNUL Patiala,B.A. LLB,Law,160000,Patiala,Punjab,India,North India,Co-Ed,https://www.rgnul.ac.in
HNLU Raipur,B.A. LLB,Law,150000,Raipur,Chhattisgarh,India,Central India,Co-Ed,https://www.hnlu.ac.in
CNLU Patna,B.A. LLB,Law,140000,Patna,Bihar,India,East India,Co-Ed,https://cnlu.ac.in
MNLU Mumbai,B.A. LLB,Law,200000,Mumbai,Maharashtra,India,West India,Co-Ed,https://www.mnlumumbai.edu.in
NID Kolkata,B.Des Graphic Design,Architecture & Design,200000,Kolkata,West Bengal,India,East India,Co-Ed,https://www.nid.edu/kolkata
NID Vijayawada,B.Des Product Design,Architecture & Design,200000,Vijayawada,Andhra Pradesh,India,South India,Co-Ed,https://www.nid.edu/vijayawada
NID Jorhat,B.Des Craft & Tradition,Architecture & Design,200000,Jorhat,Assam,India,North East India,Co-Ed,https://www.nid.edu/jorhat
Whistling Woods International,B.Sc Media Management,Media & Communication,550000,Mumbai,Maharashtra,India,West India,Co-Ed,https://www.whistlingwoods.net
Asian College of Journalism,PG Journalism,Media & Communication,280000,Chennai,Tamil Nadu,India,South India,Co-Ed,https://www.asianmedia.org
Mudra Institute of Communications,MBA Marketing Communications,Media & Communication,1200000,Ahmedabad,Gujarat,India,West India,Co-Ed,https://www.mica.ac.in
Symbiosis School of Media & Communication,B.Sc Mass Communication,Media & Communication,250000,Bengaluru,Karnataka,India,South India,Co-Ed,https://www.ssmc.edu.in
School of Communication Manipal,B.A. Journalism,Media & Communication,280000,Manipal,Karnataka,India,South India,Co-Ed,https://manipal.edu/msc.html
Acharya NG Ranga Agricultural University,B.Sc Agriculture,Agriculture,35000,Guntur,Andhra Pradesh,India,South India,Co-Ed,https://www.angrau.ac.in
Kerala Veterinary and Animal Sciences University,B.V.Sc & AH,Life Sciences,50000,Wayanad,Kerala,India,South India,Co-Ed,https://www.kvasu.ac.in
Tamil Nadu Veterinary and Animal Sciences University,B.V.Sc,Life Sciences,45000,Chennai,Tamil Nadu,India,South India,Co-Ed,https://www.tanuvas.ac.in
Rajasthan Agriculture University,B.Sc Agriculture,Agriculture,30000,Bikaner,Rajasthan,India,North India,Co-Ed,https://www.raubikaner.org
Punjab Agricultural University,B.Sc Agriculture,Agriculture,35000,Ludhiana,Punjab,India,North India,Co-Ed,https://www.pau.edu
Anand Agricultural University,B.Sc Agriculture,Agriculture,30000,Anand,Gujarat,India,West India,Co-Ed,https://www.aau.in
Odisha University of Agriculture and Technology,B.Tech Food Technology,Life Sciences,40000,Bhubaneswar,Odisha,India,East India,Co-Ed,https://www.ouat.ac.in
University of Florida,B.S. Computer Science,Engineering & Technology,2500000,Gainesville,Florida,USA,North America,Co-Ed,https://www.ufl.edu
Ohio State University,B.S. Electrical Engineering,Engineering & Technology,3200000,Columbus,Ohio,USA,North America,Co-Ed,https://www.osu.edu
Penn State University,B.S. Civil Engineering,Engineering & Technology,3500000,State College,Pennsylvania,USA,North America,Co-Ed,https://www.psu.edu
Virginia Tech,B.S. Computer Engineering,Engineering & Technology,3300000,Blacksburg,Virginia,USA,North America,Co-Ed,https://www.vt.edu
University of Maryland,B.S. Information Systems,Engineering & Technology,3800000,College Park,Maryland,USA,North America,Co-Ed,https://www.umd.edu
North Carolina State University,B.S. Textile Engineering,Engineering & Technology,2800000,Raleigh,North Carolina,USA,North America,Co-Ed,https://www.ncsu.edu
Rensselaer Polytechnic Institute,B.S. Nuclear Engineering,Engineering & Technology,5700000,Troy,New York,USA,North America,Co-Ed,https://www.rpi.edu
Caltech,B.S. Physics,Science & Research,6000000,Pasadena,California,USA,North America,Co-Ed,https://www.caltech.edu
Caltech,M.S. Aeronautics,Engineering & Technology,5800000,Pasadena,California,USA,North America,Co-Ed,https://www.caltech.edu
UCLA,B.S. Computer Science,Engineering & Technology,4300000,Los Angeles,California,USA,North America,Co-Ed,https://www.ucla.edu
UCLA Anderson School of Management,MBA,Management,8000000,Los Angeles,California,USA,North America,Co-Ed,https://www.anderson.ucla.edu
University of Chicago Booth,MBA,Management,10500000,Chicago,Illinois,USA,North America,Co-Ed,https://www.chicagobooth.edu
Dartmouth Tuck School of Business,MBA,Management,10200000,Hanover,New Hampshire,USA,North America,Co-Ed,https://www.tuck.dartmouth.edu
Emory University (Goizueta),MBA,Management,7800000,Atlanta,Georgia,USA,North America,Co-Ed,https://www.goizueta.emory.edu
Rice University (Jones),MBA,Management,7200000,Houston,Texas,USA,North America,Co-Ed,https://www.jones.rice.edu
University of Notre Dame (Mendoza),MBA,Management,7500000,Notre Dame,Indiana,USA,North America,Co-Ed,https://www.mendoza.nd.edu
Vanderbilt University (Owen),MBA,Management,7200000,Nashville,Tennessee,USA,North America,Co-Ed,https://www.owen.vanderbilt.edu
Indiana University (Kelley),B.S. Business,Management,3200000,Bloomington,Indiana,USA,North America,Co-Ed,https://www.kelley.iu.edu
University of Minnesota,B.S. Data Science,Engineering & Technology,3000000,Minneapolis,Minnesota,USA,North America,Co-Ed,https://www.umn.edu
Northeastern University,B.S. Computer Science (co-op),Engineering & Technology,5500000,Boston,Massachusetts,USA,North America,Co-Ed,https://www.northeastern.edu
Tufts University,B.S. Biomedical Engineering,Engineering & Technology,5800000,Medford,Massachusetts,USA,North America,Co-Ed,https://www.tufts.edu
Case Western Reserve University,B.S. Electrical Engineering,Engineering & Technology,5200000,Cleveland,Ohio,USA,North America,Co-Ed,https://www.case.edu
George Washington University,M.S. Cybersecurity,Engineering & Technology,4500000,Washington DC,DC,USA,North America,Co-Ed,https://www.gwu.edu
Georgetown University (McDonough),MBA,Management,8800000,Washington DC,DC,USA,North America,Co-Ed,https://www.mcdonough.georgetown.edu
University of Bristol,B.Sc Computer Science,Engineering & Technology,3500000,Bristol,England,United Kingdom,Europe,Co-Ed,https://www.bristol.ac.uk
University of Southampton,B.Eng Aeronautics,Engineering & Technology,3400000,Southampton,England,United Kingdom,Europe,Co-Ed,https://www.soton.ac.uk
University of Leeds,B.Sc Data Science,Engineering & Technology,3300000,Leeds,England,United Kingdom,Europe,Co-Ed,https://www.leeds.ac.uk
University of Nottingham,B.Sc Pharmacy,Medicine & Health,3300000,Nottingham,England,United Kingdom,Europe,Co-Ed,https://www.nottingham.ac.uk
University of Glasgow,M.Sc Machine Learning,Engineering & Technology,3000000,Glasgow,Scotland,United Kingdom,Europe,Co-Ed,https://www.gla.ac.uk
University of Birmingham,B.Com Accounting & Finance,Commerce & Finance,3300000,Birmingham,England,United Kingdom,Europe,Co-Ed,https://www.birmingham.ac.uk
University of Sheffield,B.Eng Mechanical Engineering,Engineering & Technology,3300000,Sheffield,England,United Kingdom,Europe,Co-Ed,https://www.sheffield.ac.uk
University of St Andrews,B.Sc Mathematics,Science & Research,3400000,St Andrews,Scotland,United Kingdom,Europe,Co-Ed,https://www.st-andrews.ac.uk
Durham University,B.Sc Chemistry,Science & Research,3300000,Durham,England,United Kingdom,Europe,Co-Ed,https://www.dur.ac.uk
University of Exeter,B.Sc Environmental Science,Science & Research,3000000,Exeter,England,United Kingdom,Europe,Co-Ed,https://www.exeter.ac.uk
London Business School,MBA,Management,12000000,London,England,United Kingdom,Europe,Co-Ed,https://www.london.edu
Cranfield University,M.S. Aerospace Engineering,Engineering & Technology,4000000,Cranfield,England,United Kingdom,Europe,Co-Ed,https://www.cranfield.ac.uk
Simon Fraser University,B.Sc Software Systems,Engineering & Technology,2000000,Burnaby,British Columbia,Canada,North America,Co-Ed,https://www.sfu.ca
University of Calgary,B.Sc Computer Science,Engineering & Technology,2000000,Calgary,Alberta,Canada,North America,Co-Ed,https://www.ucalgary.ca
University of Alberta,B.Sc Mining Engineering,Engineering & Technology,2000000,Edmonton,Alberta,Canada,North America,Co-Ed,https://www.ualberta.ca
Queen's University Canada,B.Sc Computer Science,Engineering & Technology,2200000,Kingston,Ontario,Canada,North America,Co-Ed,https://www.queensu.ca
Western University Canada,B.Sc Medical Sciences,Medicine & Health,2100000,London,Ontario,Canada,North America,Co-Ed,https://www.uwo.ca
Ottawa University,LLB,Law,2400000,Ottawa,Ontario,Canada,North America,Co-Ed,https://www.uottawa.ca
Copenhagen Business School,MBA,Management,3500000,Copenhagen,Capital Region,Denmark,Europe,Co-Ed,https://www.cbs.dk
University of Copenhagen,M.Sc Bioinformatics,Life Sciences,800000,Copenhagen,Capital Region,Denmark,Europe,Co-Ed,https://www.ku.dk
Aalto University,M.Sc Computer Science,Engineering & Technology,1200000,Espoo,Uusimaa,Finland,Europe,Co-Ed,https://www.aalto.fi
University of Helsinki,M.Sc Data Science,Engineering & Technology,800000,Helsinki,Uusimaa,Finland,Europe,Co-Ed,https://www.helsinki.fi
Politecnico di Milano,B.Sc Architecture,Architecture & Design,1000000,Milan,Lombardy,Italy,Europe,Co-Ed,https://www.polimi.it
Politecnico di Torino,M.Sc Mechanical Engineering,Engineering & Technology,800000,Turin,Piedmont,Italy,Europe,Co-Ed,https://www.polito.it
University of Barcelona,M.Sc Biomedical Research,Medicine & Health,1200000,Barcelona,Catalonia,Spain,Europe,Co-Ed,https://www.ub.edu
Complutense University of Madrid,B.Sc Computer Science,Engineering & Technology,500000,Madrid,Madrid,Spain,Europe,Co-Ed,https://www.ucm.es
Ghent University,M.Sc Pharmaceutical Sciences,Medicine & Health,800000,Ghent,East Flanders,Belgium,Europe,Co-Ed,https://www.ugent.be
University of Oslo,M.Sc Environmental Sciences,Science & Research,0,Oslo,Oslo,Norway,Europe,Co-Ed,https://www.uio.no
Norwegian University of Science and Technology,M.Sc Marine Technology,Engineering & Technology,0,Trondheim,Trøndelag,Norway,Europe,Co-Ed,https://www.ntnu.no
University of Porto,B.Sc Electrical Engineering,Engineering & Technology,300000,Porto,Norte,Portugal,Europe,Co-Ed,https://www.up.pt
University of Lisbon,M.Sc Computer Science,Engineering & Technology,400000,Lisbon,Lisboa,Portugal,Europe,Co-Ed,https://www.ulisboa.pt
AGH University Krakow,B.Sc Computer Science,Engineering & Technology,200000,Krakow,Lesser Poland,Poland,Europe,Co-Ed,https://www.agh.edu.pl
Budapest University of Technology,M.Sc Software Engineering,Engineering & Technology,300000,Budapest,Central Hungary,Hungary,Europe,Co-Ed,https://www.bme.hu
University of Zagreb,B.Eng Electrical Engineering,Engineering & Technology,250000,Zagreb,City of Zagreb,Croatia,Europe,Co-Ed,https://www.unizg.hr
Yonsei University,B.S. Electrical Engineering,Engineering & Technology,700000,Seoul,Seoul,South Korea,Asia,Co-Ed,https://www.yonsei.ac.kr
POSTECH Korea,M.S. AI,Engineering & Technology,500000,Pohang,North Gyeongsang,South Korea,Asia,Co-Ed,https://www.postech.ac.kr
National Taiwan University,B.S. Computer Science,Engineering & Technology,300000,Taipei,Taipei,Taiwan,Asia,Co-Ed,https://www.ntu.edu.tw
National Cheng Kung University,B.Eng Mechanical,Engineering & Technology,280000,Tainan,Tainan,Taiwan,Asia,Co-Ed,https://www.ncku.edu.tw
University of Malaya,B.Sc Computer Science,Engineering & Technology,600000,Kuala Lumpur,KL,Malaysia,Asia,Co-Ed,https://www.um.edu.my
Universiti Teknologi Malaysia,B.Eng Chemical,Engineering & Technology,500000,Johor Bahru,Johor,Malaysia,Asia,Co-Ed,https://www.utm.my
Chulalongkorn University,MBA,Management,1500000,Bangkok,Bangkok,Thailand,Asia,Co-Ed,https://www.chula.ac.th
Mahidol University,MBBS,Medicine & Health,1200000,Bangkok,Bangkok,Thailand,Asia,Co-Ed,https://www.mahidol.ac.th
National University of Singapore - Medicine,MBBS,Medicine & Health,4000000,Singapore,Singapore,Singapore,Asia,Co-Ed,https://medicine.nus.edu.sg
Waseda University,B.A. International Relations,Social Sciences,800000,Tokyo,Kanto,Japan,Asia,Co-Ed,https://www.waseda.jp
Keio University,B.S. Economics,Commerce & Finance,850000,Tokyo,Kanto,Japan,Asia,Co-Ed,https://www.keio.ac.jp
Shanghai Jiao Tong University,B.Eng Software Engineering,Engineering & Technology,500000,Shanghai,Shanghai,China,Asia,Co-Ed,https://www.sjtu.edu.cn
Zhejiang University,M.Sc Environmental Engineering,Engineering & Technology,450000,Hangzhou,Zhejiang,China,Asia,Co-Ed,https://www.zju.edu.cn
Chinese University of Hong Kong,BBA,Management,2000000,Hong Kong,Hong Kong,Hong Kong,Asia,Co-Ed,https://www.cuhk.edu.hk
Indian Institute of Technology BHU,B.Tech Pharmaceutical,Medicine & Health,200000,Varanasi,Uttar Pradesh,India,North India,Co-Ed,https://www.iitbhu.ac.in
Indian Institute of Technology BHU,B.Tech Metallurgy,Engineering & Technology,200000,Varanasi,Uttar Pradesh,India,North India,Co-Ed,https://www.iitbhu.ac.in
American University of Beirut,B.Sc Computer Science,Engineering & Technology,2200000,Beirut,Beirut,Lebanon,Middle East,Co-Ed,https://www.aub.edu.lb
King Abdulaziz University,B.Eng Mechanical,Engineering & Technology,0,Jeddah,Makkah,Saudi Arabia,Middle East,Co-Ed,https://www.kau.edu.sa
King Abdullah University of Science and Technology (KAUST),M.S. Computer Science,Engineering & Technology,0,Thuwal,Makkah,Saudi Arabia,Middle East,Co-Ed,https://www.kaust.edu.sa
Tel Aviv University,B.Sc Mathematics & Computer Science,Science & Research,700000,Tel Aviv,Tel Aviv,Israel,Middle East,Co-Ed,https://www.tau.ac.il
Technion Israel Institute of Technology,B.Sc Computer Engineering,Engineering & Technology,750000,Haifa,Haifa,Israel,Middle East,Co-Ed,https://www.technion.ac.il
University of Pretoria,B.Eng Electrical,Engineering & Technology,600000,Pretoria,Gauteng,South Africa,Africa,Co-Ed,https://www.up.ac.za
Stellenbosch University,M.Sc Viticulture,Agriculture,500000,Stellenbosch,Western Cape,South Africa,Africa,Co-Ed,https://www.sun.ac.za
American University in Cairo,B.Sc Computer Science,Engineering & Technology,1500000,Cairo,Cairo,Egypt,Africa,Co-Ed,https://www.aucegypt.edu
University of Nairobi,B.Sc Engineering,Engineering & Technology,400000,Nairobi,Nairobi,Kenya,Africa,Co-Ed,https://www.uonbi.ac.ke
University of Lagos,B.Sc Computer Science,Engineering & Technology,200000,Lagos,Lagos,Nigeria,Africa,Co-Ed,https://www.unilag.edu.ng
O.P. Jindal Global University,BA LLB,Law,500000,Sonipat,Haryana,India,North India,Co-Ed,https://www.jgu.edu.in
O.P. Jindal Global University,BBA,Management,450000,Sonipat,Haryana,India,North India,Co-Ed,https://www.jgu.edu.in
Flame University,B.Sc Liberal Arts,Arts & Humanities,500000,Pune,Maharashtra,India,West India,Co-Ed,https://www.flame.edu.in
Srishti Manipal Institute of Art,B.Des,Architecture & Design,350000,Bengaluru,Karnataka,India,South India,Co-Ed,https://www.srishtimanipalmit.ac.in
Ambedkar University Delhi,B.A. Psychology,Social Sciences,40000,New Delhi,Delhi,India,North India,Co-Ed,https://www.aud.ac.in
NLUD Delhi,B.A. LLB,Law,215000,New Delhi,Delhi,India,North India,Co-Ed,https://www.nludelhi.ac.in
Symbiosis Law School Pune,BA LLB,Law,200000,Pune,Maharashtra,India,West India,Co-Ed,https://www.symlaw.ac.in
School of Planning and Architecture Delhi,B.Arch,Architecture & Design,50000,New Delhi,Delhi,India,North India,Co-Ed,https://www.spa.ac.in
SPA Bhopal,B.Arch,Architecture & Design,50000,Bhopal,Madhya Pradesh,India,Central India,Co-Ed,https://www.spabhopal.ac.in
SPA Vijayawada,B.Arch,Architecture & Design,50000,Vijayawada,Andhra Pradesh,India,South India,Co-Ed,https://www.spav.ac.in
CEPT University Ahmedabad,M.Arch Urban Design,Architecture & Design,180000,Ahmedabad,Gujarat,India,West India,Co-Ed,https://www.cept.ac.in
Tata Institute of Social Sciences Hyderabad,MSW,Social Sciences,55000,Hyderabad,Telangana,India,South India,Co-Ed,https://www.tiss.edu/hyderabad
Central University of Tamil Nadu,M.Sc Data Science,Engineering & Technology,30000,Thiruvarur,Tamil Nadu,India,South India,Co-Ed,https://www.cutn.ac.in
Central University of Kerala,M.Sc Computational Biology,Life Sciences,28000,Kasaragod,Kerala,India,South India,Co-Ed,https://www.cukerala.ac.in
Central University of Karnataka,M.A. Social Work,Social Sciences,25000,Kalaburagi,Karnataka,India,South India,Co-Ed,https://www.cuk.ac.in
BITS Pilani Dubai Campus,B.E. CSE,Engineering & Technology,1000000,Dubai,Dubai,UAE,Middle East,Co-Ed,https://www.bits-dubai.ac.ae
Manipal University Dubai,B.Tech Mechanical,Engineering & Technology,800000,Dubai,Dubai,UAE,Middle East,Co-Ed,https://www.manipaldubai.com
Indian Institute of Technology Kharagpur,MBA (VGSoM),Management,1100000,Kharagpur,West Bengal,India,East India,Co-Ed,https://www.iitkgp.ac.in
Indian Institute of Technology Bombay,M.Sc Chemistry,Science & Research,90000,Mumbai,Maharashtra,India,West India,Co-Ed,https://www.iitb.ac.in
Indian Institute of Technology Delhi,M.Sc Physics,Science & Research,90000,New Delhi,Delhi,India,North India,Co-Ed,https://www.iitd.ac.in
Indian Institute of Technology Madras,Ph.D Engineering Design,Research,30000,Chennai,Tamil Nadu,India,South India,Co-Ed,https://www.iitm.ac.in
International Institute of Information Technology Pune,B.Tech CSE,Engineering & Technology,250000,Pune,Maharashtra,India,West India,Co-Ed,https://www.isquareit.edu.in
Woxsen University,BBA,Management,350000,Hyderabad,Telangana,India,South India,Co-Ed,https://www.woxsen.edu.in
Woxsen University,B.Tech CSE,Engineering & Technology,280000,Hyderabad,Telangana,India,South India,Co-Ed,https://www.woxsen.edu.in
Mahindra University,B.Tech CSE,Engineering & Technology,350000,Hyderabad,Telangana,India,South India,Co-Ed,https://www.mahindraUniversity.ac.in
XIM University,MBA,Management,1400000,Bhubaneswar,Odisha,India,East India,Co-Ed,https://www.xim.edu.in
Coimbatore Medical College,MBBS,Medicine & Health,550000,Coimbatore,Tamil Nadu,India,South India,Co-Ed,https://www.coimbatoremedicalcollege.ac.in
Government Rajaji Hospital & Madurai Medical College,MBBS,Medicine & Health,25000,Madurai,Tamil Nadu,India,South India,Co-Ed,https://www.mmc.ac.in
Stanley Medical College,MBBS,Medicine & Health,25000,Chennai,Tamil Nadu,India,South India,Co-Ed,https://www.stanleymedicalcollege.edu.in
Kilpauk Medical College,MBBS,Medicine & Health,25000,Chennai,Tamil Nadu,India,South India,Co-Ed,https://www.kmc.ac.in
Government Medical College Thiruvananthapuram,MBBS,Medicine & Health,20000,Thiruvananthapuram,Kerala,India,South India,Co-Ed,https://www.gmct.ac.in
Dr. MGR Medical University,B.Pharm,Medicine & Health,80000,Chennai,Tamil Nadu,India,South India,Co-Ed,https://www.tnmgrmu.ac.in
Bharathidasan University,M.Com,Commerce & Finance,18000,Tiruchirappalli,Tamil Nadu,India,South India,Co-Ed,https://www.bdu.ac.in
Periyar University,MBA,Management,30000,Salem,Tamil Nadu,India,South India,Co-Ed,https://www.periyaruniversity.ac.in
Government Arts College Coimbatore,B.Sc Mathematics,Science & Research,8000,Coimbatore,Tamil Nadu,India,South India,Co-Ed,https://www.gac.edu.in
PSG College of Arts and Science,B.Sc Computer Science,Science & Research,45000,Coimbatore,Tamil Nadu,India,South India,Co-Ed,https://www.psgcas.ac.in
Kongu Arts and Science College,B.Sc Information Technology,Engineering & Technology,40000,Erode,Tamil Nadu,India,South India,Co-Ed,https://www.konguarts.org
Maharaja Arts and Science College,B.Com,Commerce & Finance,25000,Coimbatore,Tamil Nadu,India,South India,Men,https://www.maharajaartscience.ac.in
Sri Ramakrishna Arts and Science College,M.Sc Physics,Science & Research,28000,Coimbatore,Tamil Nadu,India,South India,Co-Ed,https://www.srasc.ac.in
Hindusthan College of Arts and Science,B.B.A,Management,35000,Coimbatore,Tamil Nadu,India,South India,Co-Ed,https://www.hcas.ac.in
KGISL Institute of Technology,B.E. CSE,Engineering & Technology,110000,Coimbatore,Tamil Nadu,India,South India,Co-Ed,https://www.kgislit.ac.in
Rathinam College of Arts and Science,B.Sc Microbiology,Life Sciences,30000,Coimbatore,Tamil Nadu,India,South India,Co-Ed,https://www.rathinam.in
Park College of Engineering and Technology,B.E. Mechanical,Engineering & Technology,75000,Coimbatore,Tamil Nadu,India,South India,Co-Ed,https://www.parkcollegeedu.in
Sri Eshwar College of Engineering,B.E. EEE,Engineering & Technology,80000,Coimbatore,Tamil Nadu,India,South India,Co-Ed,https://www.sece.ac.in
Nandha Engineering College,B.E. CSE,Engineering & Technology,70000,Erode,Tamil Nadu,India,South India,Co-Ed,https://www.nandhaengg.org
Erode Sengunthar Engineering College,B.E. ECE,Engineering & Technology,72000,Erode,Tamil Nadu,India,South India,Co-Ed,https://www.esec.ac.in
Lieu Engineering College,B.E. Civil,Engineering & Technology,68000,Tiruppur,Tamil Nadu,India,South India,Co-Ed,https://www.lieuengg.ac.in
Nandha College of Technology,B.E. Mechanical,Engineering & Technology,70000,Erode,Tamil Nadu,India,South India,Co-Ed,https://www.nandha.edu.in
Mahendra Engineering College,B.E. CSE,Engineering & Technology,65000,Namakkal,Tamil Nadu,India,South India,Co-Ed,https://www.mahendra.edu.in
Vivekanandha College of Engineering,B.E. EEE,Engineering & Technology,65000,Namakkal,Tamil Nadu,India,South India,Co-Ed,https://www.vit.ac.in/vce
Sri Subramanya College of Engineering,B.E. Mechanical,Engineering & Technology,68000,Palani,Tamil Nadu,India,South India,Co-Ed,https://www.ssce.ac.in
Jayaram College of Engineering and Technology,B.E. CSE,Engineering & Technology,68000,Tiruchirappalli,Tamil Nadu,India,South India,Co-Ed,https://www.jcet.ac.in
K. Ramakrishnan College of Technology,B.E. ECE,Engineering & Technology,70000,Tiruchirappalli,Tamil Nadu,India,South India,Co-Ed,https://www.krct.ac.in
Trichy Engineering College,B.E. Civil,Engineering & Technology,65000,Tiruchirappalli,Tamil Nadu,India,South India,Co-Ed,https://www.tec.ac.in
Periyar Maniammai University,B.Tech CSE,Engineering & Technology,85000,Thanjavur,Tamil Nadu,India,South India,Co-Ed,https://www.pmu.edu
Vinayaka Mission Research Foundation,MBBS,Medicine & Health,750000,Salem,Tamil Nadu,India,South India,Co-Ed,https://vmrf.edu.in
Mysore Medical College,MBBS,Medicine & Health,500000,Mysuru,Karnataka,India,South India,Co-Ed,https://www.mmc.ac.in
Shimoga Institute of Medical Sciences,MBBS,Medicine & Health,500000,Shivamogga,Karnataka,India,South India,Co-Ed,https://www.shimsims.ac.in
Sri Siddhartha Medical College,MBBS,Medicine & Health,800000,Tumkur,Karnataka,India,South India,Co-Ed,https://www.ssmc.ac.in
Adichunchanagiri Institute of Medical Sciences,MBBS,Medicine & Health,900000,Mandya,Karnataka,India,South India,Co-Ed,https://www.aims.ac.in
PES Medical College Kuppam,MBBS,Medicine & Health,850000,Kuppam,Andhra Pradesh,India,South India,Co-Ed,https://www.pesimsr.pes.edu
Bangalore Medical College,MBBS,Medicine & Health,500000,Bengaluru,Karnataka,India,South India,Co-Ed,https://www.bmcri.org
SDM Medical College Dharwad,MBBS,Medicine & Health,900000,Dharwad,Karnataka,India,South India,Co-Ed,https://www.sdmcmsh.ac.in
Kempegowda Institute of Medical Sciences,MBBS,Medicine & Health,1000000,Bengaluru,Karnataka,India,South India,Co-Ed,https://www.kimshealth.org
Dr. B.R. Ambedkar Medical College,MBBS,Medicine & Health,750000,Bengaluru,Karnataka,India,South India,Co-Ed,https://www.abmc.ac.in
Jamia Millia Islamia,B.Tech CSE,Engineering & Technology,90000,New Delhi,Delhi,India,North India,Co-Ed,https://www.jmi.ac.in
Jamia Millia Islamia,M.A. Mass Communication,Media & Communication,40000,New Delhi,Delhi,India,North India,Co-Ed,https://www.jmi.ac.in
University of Delhi PGDAV College,B.Com (Hons),Commerce & Finance,18000,New Delhi,Delhi,India,North India,Co-Ed,https://www.pgdavcollege.edu.in
Sri Ram College of Commerce,B.Com (Hons),Commerce & Finance,22000,New Delhi,Delhi,India,North India,Co-Ed,https://www.srcc.edu
Daulat Ram College Delhi,B.Sc Chemistry,Science & Research,18000,New Delhi,Delhi,India,North India,Women,https://www.dr.du.ac.in
Gargi College Delhi,B.Sc Computer Science,Science & Research,18000,New Delhi,Delhi,India,North India,Women,https://www.gargi.du.ac.in
Shaheed Bhagat Singh College,B.Com (Hons),Commerce & Finance,18000,New Delhi,Delhi,India,North India,Men,https://www.sbsc.du.ac.in
IP University Delhi,B.Tech ECE,Engineering & Technology,170000,New Delhi,Delhi,India,North India,Co-Ed,https://www.ipu.ac.in
Delhi Technological University,B.Tech CSE,Engineering & Technology,160000,New Delhi,Delhi,India,North India,Co-Ed,https://www.dtu.ac.in
Delhi Technological University,M.Tech Thermal,Engineering & Technology,140000,New Delhi,Delhi,India,North India,Co-Ed,https://www.dtu.ac.in
NSUT Delhi,B.Tech ECE,Engineering & Technology,155000,New Delhi,Delhi,India,North India,Co-Ed,https://www.nsut.ac.in
IGDTUW Delhi,B.Tech IT,Engineering & Technology,155000,New Delhi,Delhi,India,North India,Women,https://www.igdtuw.ac.in
SRM University Sonipat,B.Tech CSE,Engineering & Technology,200000,Sonipat,Haryana,India,North India,Co-Ed,https://www.srmuniversity.ac.in/sonipat
Maharishi Dayanand University,B.Tech Mechanical,Engineering & Technology,80000,Rohtak,Haryana,India,North India,Co-Ed,https://www.mdu.ac.in
Guru Jambheshwar University,B.Pharm,Medicine & Health,50000,Hisar,Haryana,India,North India,Co-Ed,https://www.gjust.ac.in
IET Bhaddal,B.Tech CSE,Engineering & Technology,110000,Ropar,Punjab,India,North India,Co-Ed,https://www.ietbhaddal.edu.in
CGC Landran,B.E. CSE,Engineering & Technology,120000,Mohali,Punjab,India,North India,Co-Ed,https://www.cgc.ac.in
IKG Punjab Technical University,B.Tech IT,Engineering & Technology,85000,Kapurthala,Punjab,India,North India,Co-Ed,https://www.ptu.ac.in
Swami Vivekanand Subharti University,MBBS,Medicine & Health,700000,Meerut,Uttar Pradesh,India,North India,Co-Ed,https://subhartiuniversity.edu.in
Sharda University,B.Tech CSE,Engineering & Technology,180000,Greater Noida,Uttar Pradesh,India,North India,Co-Ed,https://www.sharda.ac.in
Bennett University,B.Tech CSE,Engineering & Technology,240000,Greater Noida,Uttar Pradesh,India,North India,Co-Ed,https://www.bennett.edu.in
SVNIT Surat,B.Tech Mechanical,Engineering & Technology,150000,Surat,Gujarat,India,West India,Co-Ed,https://www.svnit.ac.in
Entrepreneurship Development Institute,MBA Entrepreneurship,Management,300000,Gandhinagar,Gujarat,India,West India,Co-Ed,https://www.ediindia.org
Sardar Vallabhbhai Patel Institute of Technology,B.E. CSE,Engineering & Technology,90000,Anand,Gujarat,India,West India,Co-Ed,https://www.svit.ac.in
Government Engineering College Gandhinagar,B.E. Mechanical,Engineering & Technology,25000,Gandhinagar,Gujarat,India,West India,Co-Ed,https://www.gecg28.ac.in
L.D. College of Engineering,B.E. Civil,Engineering & Technology,25000,Ahmedabad,Gujarat,India,West India,Co-Ed,https://www.ldce.ac.in
G.H. Patel College of Engineering,B.E. ECE,Engineering & Technology,85000,Anand,Gujarat,India,West India,Co-Ed,https://www.gcet.ac.in
Shrimad Rajchandra Institute,B.Sc Yoga & Wellness,Life Sciences,120000,Dharampur,Gujarat,India,West India,Co-Ed,https://www.sri.ac.in
Symbiosis Skills & Professional University,B.Voc Software Development,Engineering & Technology,150000,Pune,Maharashtra,India,West India,Co-Ed,https://www.sspu.ac.in
Indira Gandhi Institute of Development Research,M.Sc Economics,Social Sciences,40000,Mumbai,Maharashtra,India,West India,Co-Ed,https://www.igidr.ac.in
